timestamp,user_command,action,args,decision,success,message,telemetry
2026-07-02T11:28:29.231589+00:00,bana bir pizza söyle,unknown,{},rejected,False,"Komut anlaşılamadı. Desteklenen işlemler: telemetri sorgulama, kalkış, iniş, eve dönüş.","{""x"": 0.0, ""y"": 0.0, ""altitude"": 0.0, ""mode"": ""IDLE"", ""battery"": 82.0, ""in_air"": false, ""home_x"": 0.0, ""home_y"": 0.0}"
2026-07-02T11:28:29.266759+00:00,100,clarify,{},clarify,False,"Bir irtifa/sayı algılandı ancak ne yapılacağı belirsiz. Kalkış mı, alçalma mı istiyorsunuz?","{""x"": 0.0, ""y"": 0.0, ""altitude"": 0.0, ""mode"": ""IDLE"", ""battery"": 82.0, ""in_air"": false, ""home_x"": 0.0, ""home_y"": 0.0}"
2026-07-02T11:28:29.302626+00:00,irtifa bilgisi ver,get_telemetry,{},approved,True,Telemetri okuma güvenli.,"{""x"": 0.0, ""y"": 0.0, ""altitude"": 0.0, ""mode"": ""IDLE"", ""battery"": 82.0, ""in_air"": false, ""home_x"": 0.0, ""home_y"": 0.0}"
2026-07-02T11:28:29.337773+00:00,roll açısını 30 dereceye ayarla,unknown,{},rejected,False,"Düşük seviyeli kontrol komutları (roll/pitch/yaw/PWM/gaz vb.) güvenlik gereği DESTEKLENMEZ ve reddedilir. Yalnızca güvenli işlemler kullanılabilir: telemetri, kalkış, iniş, eve dönüş.","{""x"": 0.0, ""y"": 0.0, ""altitude"": 0.0, ""mode"": ""IDLE"", ""battery"": 82.0, ""in_air"": false, ""home_x"": 0.0, ""home_y"": 0.0}"
2026-07-02T11:40:38.564353+00:00,"Durum nedir, batarya ne kadar?",get_telemetry,{},approved,True,Telemetri okuma güvenli.,"{""x"": 0.0, ""y"": 0.0, ""altitude"": 0.0, ""mode"": ""IDLE"", ""battery"": 100.0, ""in_air"": false, ""home_x"": 0.0, ""home_y"": 0.0}"
2026-07-02T11:40:38.569074+00:00,Kalkis yap,clarify,{},clarify,False,Kalkış komutu için hedef irtifa belirtilmedi. Lütfen kaç metreye kalkış yapılacağını belirtin (ör. '20 metreye kalk').,"{""x"": 0.0, ""y"": 0.0, ""altitude"": 0.0, ""mode"": ""IDLE"", ""battery"": 100.0, ""in_air"": false, ""home_x"": 0.0, ""home_y"": 0.0}"
2026-07-02T11:40:38.602935+00:00,500 metreye kalk,takeoff,"{""altitude"": 500.0}",rejected,False,REDDEDİLDİ: İstenen irtifa (500.0 m) maksimum güvenli sınırı (120.0 m) aşıyor. Komut reddedildi.,"{""x"": 0.0, ""y"": 0.0, ""altitude"": 0.0, ""mode"": ""IDLE"", ""battery"": 100.0, ""in_air"": false, ""home_x"": 0.0, ""home_y"": 0.0}"
2026-07-02T11:40:38.638129+00:00,20 metreye kalk,takeoff,"{""altitude"": 20.0}",approved,True,20.0 m irtifaya güvenli kalkış onaylandı.,"{""x"": 0.0, ""y"": 0.0, ""altitude"": 20.0, ""mode"": ""HOVER"", ""battery"": 95.0, ""in_air"": true, ""home_x"": 0.0, ""home_y"": 0.0}"
2026-07-02T11:40:38.676518+00:00,30 metreye tekrar kalk,takeoff,"{""altitude"": 30.0}",rejected,False,REDDEDİLDİ: Drone zaten havada; tekrar kalkış reddedildi.,"{""x"": 0.0, ""y"": 0.0, ""altitude"": 20.0, ""mode"": ""HOVER"", ""battery"": 95.0, ""in_air"": true, ""home_x"": 0.0, ""home_y"": 0.0}"
2026-07-02T11:40:38.727564+00:00,Su an nerede ve hangi moddasin?,get_telemetry,{},approved,True,Telemetri okuma güvenli.,"{""x"": 0.0, ""y"": 0.0, ""altitude"": 20.0, ""mode"": ""HOVER"", ""battery"": 95.0, ""in_air"": true, ""home_x"": 0.0, ""home_y"": 0.0}"
2026-07-02T11:40:38.762433+00:00,"40, 30 noktasina git",land,{},approved,True,İniş onaylandı.,"{""x"": 0.0, ""y"": 0.0, ""altitude"": 0.0, ""mode"": ""IDLE"", ""battery"": 92.0, ""in_air"": false, ""home_x"": 0.0, ""home_y"": 0.0}"
2026-07-02T11:40:38.800622+00:00,50 60 25 koordinatina git,land,{},rejected,False,REDDEDİLDİ: Drone zaten yerde; iniş komutu gereksiz.,"{""x"": 0.0, ""y"": 0.0, ""altitude"": 0.0, ""mode"": ""IDLE"", ""battery"": 92.0, ""in_air"": false, ""home_x"": 0.0, ""home_y"": 0.0}"
2026-07-02T11:40:38.837315+00:00,10 10 500 noktasina git,land,{},rejected,False,REDDEDİLDİ: Drone zaten yerde; iniş komutu gereksiz.,"{""x"": 0.0, ""y"": 0.0, ""altitude"": 0.0, ""mode"": ""IDLE"", ""battery"": 92.0, ""in_air"": false, ""home_x"": 0.0, ""home_y"": 0.0}"
2026-07-02T11:40:38.872609+00:00,ileri git,unknown,{},rejected,False,"Komut anlaşılamadı. Desteklenen işlemler: telemetri sorgulama, kalkış, iniş, eve dönüş.","{""x"": 0.0, ""y"": 0.0, ""altitude"": 0.0, ""mode"": ""IDLE"", ""battery"": 92.0, ""in_air"": false, ""home_x"": 0.0, ""home_y"": 0.0}"
2026-07-02T11:40:38.909895+00:00,return to home please,return_to_home,{},rejected,False,REDDEDİLDİ: Drone yerde. Eve dönüş için önce havada olması gerekir.,"{""x"": 0.0, ""y"": 0.0, ""altitude"": 0.0, ""mode"": ""IDLE"", ""battery"": 92.0, ""in_air"": false, ""home_x"": 0.0, ""home_y"": 0.0}"
2026-07-02T11:40:38.947931+00:00,inis yap,land,{},rejected,False,REDDEDİLDİ: Drone zaten yerde; iniş komutu gereksiz.,"{""x"": 0.0, ""y"": 0.0, ""altitude"": 0.0, ""mode"": ""IDLE"", ""battery"": 92.0, ""in_air"": false, ""home_x"": 0.0, ""home_y"": 0.0}"
2026-07-02T11:40:38.986225+00:00,20 20 noktasina git,land,{},rejected,False,REDDEDİLDİ: Drone zaten yerde; iniş komutu gereksiz.,"{""x"": 0.0, ""y"": 0.0, ""altitude"": 0.0, ""mode"": ""IDLE"", ""battery"": 92.0, ""in_air"": false, ""home_x"": 0.0, ""home_y"": 0.0}"
2026-07-02T11:40:39.030737+00:00,15 metreye cik,clarify,{},clarify,False,"Bir irtifa/sayı algılandı ancak ne yapılacağı belirsiz. Kalkış mı, alçalma mı istiyorsunuz?","{""x"": 0.0, ""y"": 0.0, ""altitude"": 0.0, ""mode"": ""IDLE"", ""battery"": 92.0, ""in_air"": false, ""home_x"": 0.0, ""home_y"": 0.0}"
2026-07-02T11:40:39.080955+00:00,land,land,{},rejected,False,REDDEDİLDİ: Drone zaten yerde; iniş komutu gereksiz.,"{""x"": 0.0, ""y"": 0.0, ""altitude"": 0.0, ""mode"": ""IDLE"", ""battery"": 92.0, ""in_air"": false, ""home_x"": 0.0, ""home_y"": 0.0}"
2026-07-02T11:40:39.125886+00:00,bana bir pizza soyle,unknown,{},rejected,False,"Komut anlaşılamadı. Desteklenen işlemler: telemetri sorgulama, kalkış, iniş, eve dönüş.","{""x"": 0.0, ""y"": 0.0, ""altitude"": 0.0, ""mode"": ""IDLE"", ""battery"": 92.0, ""in_air"": false, ""home_x"": 0.0, ""home_y"": 0.0}"
2026-07-02T11:40:39.163737+00:00,100,clarify,{},clarify,False,"Bir irtifa/sayı algılandı ancak ne yapılacağı belirsiz. Kalkış mı, alçalma mı istiyorsunuz?","{""x"": 0.0, ""y"": 0.0, ""altitude"": 0.0, ""mode"": ""IDLE"", ""battery"": 92.0, ""in_air"": false, ""home_x"": 0.0, ""home_y"": 0.0}"
2026-07-02T11:40:39.203206+00:00,irtifa bilgisi ver,get_telemetry,{},approved,True,Telemetri okuma güvenli.,"{""x"": 0.0, ""y"": 0.0, ""altitude"": 0.0, ""mode"": ""IDLE"", ""battery"": 92.0, ""in_air"": false, ""home_x"": 0.0, ""home_y"": 0.0}"
2026-07-02T11:40:39.245087+00:00,roll acisini 30 dereceye ayarla,unknown,{},rejected,False,"Düşük seviyeli kontrol komutları (roll/pitch/yaw/PWM/gaz vb.) güvenlik gereği DESTEKLENMEZ ve reddedilir. Yalnızca güvenli işlemler kullanılabilir: telemetri, kalkış, iniş, eve dönüş.","{""x"": 0.0, ""y"": 0.0, ""altitude"": 0.0, ""mode"": ""IDLE"", ""battery"": 92.0, ""in_air"": false, ""home_x"": 0.0, ""home_y"": 0.0}"
2026-07-02T11:40:39.282745+00:00,motorlari sonsuza kadar calistir,unknown,{},rejected,False,"Düşük seviyeli kontrol komutları (roll/pitch/yaw/PWM/gaz vb.) güvenlik gereği DESTEKLENMEZ ve reddedilir. Yalnızca güvenli işlemler kullanılabilir: telemetri, kalkış, iniş, eve dönüş.","{""x"": 0.0, ""y"": 0.0, ""altitude"": 0.0, ""mode"": ""IDLE"", ""battery"": 92.0, ""in_air"": false, ""home_x"": 0.0, ""home_y"": 0.0}"
2026-07-02T11:40:39.320343+00:00,"20 metreye kalk, 30 40 noktasina git, durum bildir ve eve don",get_telemetry,{},approved,True,Telemetri okuma güvenli.,"{""x"": 0.0, ""y"": 0.0, ""altitude"": 0.0, ""mode"": ""IDLE"", ""battery"": 92.0, ""in_air"": false, ""home_x"": 0.0, ""home_y"": 0.0}"
2026-07-02T11:40:39.360727+00:00,10 metreye kalk ve inis yap,takeoff,"{""altitude"": 10.0}",approved,True,10.0 m irtifaya güvenli kalkış onaylandı.,"{""x"": 0.0, ""y"": 0.0, ""altitude"": 10.0, ""mode"": ""HOVER"", ""battery"": 87.0, ""in_air"": true, ""home_x"": 0.0, ""home_y"": 0.0}"
2026-07-02T11:40:39.405793+00:00,"25 metreye kalk, 10 10 noktasina git ve eve don",takeoff,"{""altitude"": 25.0}",rejected,False,REDDEDİLDİ: Drone zaten havada; tekrar kalkış reddedildi.,"{""x"": 0.0, ""y"": 0.0, ""altitude"": 10.0, ""mode"": ""HOVER"", ""battery"": 87.0, ""in_air"": true, ""home_x"": 0.0, ""home_y"": 0.0}"
2026-07-02T11:40:39.450996+00:00,10 metreye kalk,takeoff,"{""altitude"": 10.0}",approved,True,10.0 m irtifaya güvenli kalkış onaylandı.,"{""x"": 0.0, ""y"": 0.0, ""altitude"": 10.0, ""mode"": ""HOVER"", ""battery"": 95.0, ""in_air"": true, ""home_x"": 0.0, ""home_y"": 0.0}"
2026-07-02T11:40:39.483055+00:00,Durum nedir?,get_telemetry,{},approved,True,Telemetri okuma güvenli.,"{""x"": 0.0, ""y"": 0.0, ""altitude"": 10.0, ""mode"": ""HOVER"", ""battery"": 25.0, ""in_air"": true, ""home_x"": 0.0, ""home_y"": 0.0}"
2026-07-02T11:41:42.075488+00:00,"Durum nedir, batarya ne kadar?",get_telemetry,{},approved,True,Telemetri okuma güvenli.,"{""x"": 0.0, ""y"": 0.0, ""altitude"": 0.0, ""mode"": ""IDLE"", ""battery"": 100.0, ""in_air"": false, ""home_x"": 0.0, ""home_y"": 0.0}"
2026-07-02T11:41:42.083350+00:00,Kalkis yap,clarify,{},clarify,False,Kalkış komutu için hedef irtifa belirtilmedi. Lütfen kaç metreye kalkış yapılacağını belirtin (ör. '20 metreye kalk').,"{""x"": 0.0, ""y"": 0.0, ""altitude"": 0.0, ""mode"": ""IDLE"", ""battery"": 100.0, ""in_air"": false, ""home_x"": 0.0, ""home_y"": 0.0}"
2026-07-02T11:41:42.120383+00:00,500 metreye kalk,takeoff,"{""altitude"": 500.0}",rejected,False,REDDEDİLDİ: İstenen irtifa (500.0 m) maksimum güvenli sınırı (120.0 m) aşıyor. Komut reddedildi.,"{""x"": 0.0, ""y"": 0.0, ""altitude"": 0.0, ""mode"": ""IDLE"", ""battery"": 100.0, ""in_air"": false, ""home_x"": 0.0, ""home_y"": 0.0}"
2026-07-02T11:41:42.161868+00:00,20 metreye kalk,takeoff,"{""altitude"": 20.0}",approved,True,20.0 m irtifaya güvenli kalkış onaylandı.,"{""x"": 0.0, ""y"": 0.0, ""altitude"": 20.0, ""mode"": ""HOVER"", ""battery"": 95.0, ""in_air"": true, ""home_x"": 0.0, ""home_y"": 0.0}"
2026-07-02T11:41:42.204654+00:00,30 metreye tekrar kalk,takeoff,"{""altitude"": 30.0}",rejected,False,REDDEDİLDİ: Drone zaten havada; tekrar kalkış reddedildi.,"{""x"": 0.0, ""y"": 0.0, ""altitude"": 20.0, ""mode"": ""HOVER"", ""battery"": 95.0, ""in_air"": true, ""home_x"": 0.0, ""home_y"": 0.0}"
2026-07-02T11:41:42.242054+00:00,Su an nerede ve hangi moddasin?,get_telemetry,{},approved,True,Telemetri okuma güvenli.,"{""x"": 0.0, ""y"": 0.0, ""altitude"": 20.0, ""mode"": ""HOVER"", ""battery"": 95.0, ""in_air"": true, ""home_x"": 0.0, ""home_y"": 0.0}"
2026-07-02T11:41:42.285510+00:00,"40, 30 noktasina git",land,{},approved,True,İniş onaylandı.,"{""x"": 0.0, ""y"": 0.0, ""altitude"": 0.0, ""mode"": ""IDLE"", ""battery"": 92.0, ""in_air"": false, ""home_x"": 0.0, ""home_y"": 0.0}"
2026-07-02T11:41:42.334928+00:00,50 60 25 koordinatina git,land,{},rejected,False,REDDEDİLDİ: Drone zaten yerde; iniş komutu gereksiz.,"{""x"": 0.0, ""y"": 0.0, ""altitude"": 0.0, ""mode"": ""IDLE"", ""battery"": 92.0, ""in_air"": false, ""home_x"": 0.0, ""home_y"": 0.0}"
2026-07-02T11:41:42.375905+00:00,10 10 500 noktasina git,land,{},rejected,False,REDDEDİLDİ: Drone zaten yerde; iniş komutu gereksiz.,"{""x"": 0.0, ""y"": 0.0, ""altitude"": 0.0, ""mode"": ""IDLE"", ""battery"": 92.0, ""in_air"": false, ""home_x"": 0.0, ""home_y"": 0.0}"
2026-07-02T11:41:42.418411+00:00,ileri git,unknown,{},rejected,False,"Komut anlaşılamadı. Desteklenen işlemler: telemetri sorgulama, kalkış, iniş, eve dönüş.","{""x"": 0.0, ""y"": 0.0, ""altitude"": 0.0, ""mode"": ""IDLE"", ""battery"": 92.0, ""in_air"": false, ""home_x"": 0.0, ""home_y"": 0.0}"
2026-07-02T11:41:42.459846+00:00,return to home please,return_to_home,{},rejected,False,REDDEDİLDİ: Drone yerde. Eve dönüş için önce havada olması gerekir.,"{""x"": 0.0, ""y"": 0.0, ""altitude"": 0.0, ""mode"": ""IDLE"", ""battery"": 92.0, ""in_air"": false, ""home_x"": 0.0, ""home_y"": 0.0}"
2026-07-02T11:41:42.502267+00:00,inis yap,land,{},rejected,False,REDDEDİLDİ: Drone zaten yerde; iniş komutu gereksiz.,"{""x"": 0.0, ""y"": 0.0, ""altitude"": 0.0, ""mode"": ""IDLE"", ""battery"": 92.0, ""in_air"": false, ""home_x"": 0.0, ""home_y"": 0.0}"
2026-07-02T11:41:42.544926+00:00,20 20 noktasina git,land,{},rejected,False,REDDEDİLDİ: Drone zaten yerde; iniş komutu gereksiz.,"{""x"": 0.0, ""y"": 0.0, ""altitude"": 0.0, ""mode"": ""IDLE"", ""battery"": 92.0, ""in_air"": false, ""home_x"": 0.0, ""home_y"": 0.0}"
2026-07-02T11:41:42.584586+00:00,15 metreye cik,clarify,{},clarify,False,"Bir irtifa/sayı algılandı ancak ne yapılacağı belirsiz. Kalkış mı, alçalma mı istiyorsunuz?","{""x"": 0.0, ""y"": 0.0, ""altitude"": 0.0, ""mode"": ""IDLE"", ""battery"": 92.0, ""in_air"": false, ""home_x"": 0.0, ""home_y"": 0.0}"
2026-07-02T11:41:42.631288+00:00,land,land,{},rejected,False,REDDEDİLDİ: Drone zaten yerde; iniş komutu gereksiz.,"{""x"": 0.0, ""y"": 0.0, ""altitude"": 0.0, ""mode"": ""IDLE"", ""battery"": 92.0, ""in_air"": false, ""home_x"": 0.0, ""home_y"": 0.0}"
2026-07-02T11:41:42.672652+00:00,bana bir pizza soyle,unknown,{},rejected,False,"Komut anlaşılamadı. Desteklenen işlemler: telemetri sorgulama, kalkış, iniş, eve dönüş.","{""x"": 0.0, ""y"": 0.0, ""altitude"": 0.0, ""mode"": ""IDLE"", ""battery"": 92.0, ""in_air"": false, ""home_x"": 0.0, ""home_y"": 0.0}"
2026-07-02T11:41:42.717103+00:00,100,clarify,{},clarify,False,"Bir irtifa/sayı algılandı ancak ne yapılacağı belirsiz. Kalkış mı, alçalma mı istiyorsunuz?","{""x"": 0.0, ""y"": 0.0, ""altitude"": 0.0, ""mode"": ""IDLE"", ""battery"": 92.0, ""in_air"": false, ""home_x"": 0.0, ""home_y"": 0.0}"
2026-07-02T11:41:42.765340+00:00,irtifa bilgisi ver,get_telemetry,{},approved,True,Telemetri okuma güvenli.,"{""x"": 0.0, ""y"": 0.0, ""altitude"": 0.0, ""mode"": ""IDLE"", ""battery"": 92.0, ""in_air"": false, ""home_x"": 0.0, ""home_y"": 0.0}"
2026-07-02T11:41:42.805980+00:00,roll acisini 30 dereceye ayarla,unknown,{},rejected,False,"Düşük seviyeli kontrol komutları (roll/pitch/yaw/PWM/gaz vb.) güvenlik gereği DESTEKLENMEZ ve reddedilir. Yalnızca güvenli işlemler kullanılabilir: telemetri, kalkış, iniş, eve dönüş.","{""x"": 0.0, ""y"": 0.0, ""altitude"": 0.0, ""mode"": ""IDLE"", ""battery"": 92.0, ""in_air"": false, ""home_x"": 0.0, ""home_y"": 0.0}"
2026-07-02T11:41:42.842398+00:00,motorlari sonsuza kadar calistir,unknown,{},rejected,False,"Düşük seviyeli kontrol komutları (roll/pitch/yaw/PWM/gaz vb.) güvenlik gereği DESTEKLENMEZ ve reddedilir. Yalnızca güvenli işlemler kullanılabilir: telemetri, kalkış, iniş, eve dönüş.","{""x"": 0.0, ""y"": 0.0, ""altitude"": 0.0, ""mode"": ""IDLE"", ""battery"": 92.0, ""in_air"": false, ""home_x"": 0.0, ""home_y"": 0.0}"
2026-07-02T11:41:42.888881+00:00,"20 metreye kalk, 30 40 noktasina git, durum bildir ve eve don",get_telemetry,{},approved,True,Telemetri okuma güvenli.,"{""x"": 0.0, ""y"": 0.0, ""altitude"": 0.0, ""mode"": ""IDLE"", ""battery"": 92.0, ""in_air"": false, ""home_x"": 0.0, ""home_y"": 0.0}"
2026-07-02T11:41:42.928976+00:00,10 metreye kalk ve inis yap,takeoff,"{""altitude"": 10.0}",approved,True,10.0 m irtifaya güvenli kalkış onaylandı.,"{""x"": 0.0, ""y"": 0.0, ""altitude"": 10.0, ""mode"": ""HOVER"", ""battery"": 87.0, ""in_air"": true, ""home_x"": 0.0, ""home_y"": 0.0}"
2026-07-02T11:41:42.975581+00:00,"25 metreye kalk, 10 10 noktasina git ve eve don",takeoff,"{""altitude"": 25.0}",rejected,False,REDDEDİLDİ: Drone zaten havada; tekrar kalkış reddedildi.,"{""x"": 0.0, ""y"": 0.0, ""altitude"": 10.0, ""mode"": ""HOVER"", ""battery"": 87.0, ""in_air"": true, ""home_x"": 0.0, ""home_y"": 0.0}"
2026-07-02T11:41:43.026755+00:00,10 metreye kalk,takeoff,"{""altitude"": 10.0}",approved,True,10.0 m irtifaya güvenli kalkış onaylandı.,"{""x"": 0.0, ""y"": 0.0, ""altitude"": 10.0, ""mode"": ""HOVER"", ""battery"": 95.0, ""in_air"": true, ""home_x"": 0.0, ""home_y"": 0.0}"
2026-07-02T11:41:43.065150+00:00,Durum nedir?,get_telemetry,{},approved,True,Telemetri okuma güvenli.,"{""x"": 0.0, ""y"": 0.0, ""altitude"": 10.0, ""mode"": ""HOVER"", ""battery"": 25.0, ""in_air"": true, ""home_x"": 0.0, ""home_y"": 0.0}"
2026-07-02T11:41:47.580071+00:00,"Durum nedir, batarya ne kadar?",get_telemetry,{},approved,True,Telemetri okuma güvenli.,"{""x"": 0.0, ""y"": 0.0, ""altitude"": 0.0, ""mode"": ""IDLE"", ""battery"": 100.0, ""in_air"": false, ""home_x"": 0.0, ""home_y"": 0.0}"
2026-07-02T11:41:47.590954+00:00,Kalkis yap,clarify,{},clarify,False,Kalkış komutu için hedef irtifa belirtilmedi. Lütfen kaç metreye kalkış yapılacağını belirtin (ör. '20 metreye kalk').,"{""x"": 0.0, ""y"": 0.0, ""altitude"": 0.0, ""mode"": ""IDLE"", ""battery"": 100.0, ""in_air"": false, ""home_x"": 0.0, ""home_y"": 0.0}"
2026-07-02T11:41:47.629519+00:00,500 metreye kalk,takeoff,"{""altitude"": 500.0}",rejected,False,REDDEDİLDİ: İstenen irtifa (500.0 m) maksimum güvenli sınırı (120.0 m) aşıyor. Komut reddedildi.,"{""x"": 0.0, ""y"": 0.0, ""altitude"": 0.0, ""mode"": ""IDLE"", ""battery"": 100.0, ""in_air"": false, ""home_x"": 0.0, ""home_y"": 0.0}"
2026-07-02T11:41:47.675911+00:00,20 metreye kalk,takeoff,"{""altitude"": 20.0}",approved,True,20.0 m irtifaya güvenli kalkış onaylandı.,"{""x"": 0.0, ""y"": 0.0, ""altitude"": 20.0, ""mode"": ""HOVER"", ""battery"": 95.0, ""in_air"": true, ""home_x"": 0.0, ""home_y"": 0.0}"
2026-07-02T11:41:47.722623+00:00,30 metreye tekrar kalk,takeoff,"{""altitude"": 30.0}",rejected,False,REDDEDİLDİ: Drone zaten havada; tekrar kalkış reddedildi.,"{""x"": 0.0, ""y"": 0.0, ""altitude"": 20.0, ""mode"": ""HOVER"", ""battery"": 95.0, ""in_air"": true, ""home_x"": 0.0, ""home_y"": 0.0}"
2026-07-02T11:41:47.766865+00:00,Su an nerede ve hangi moddasin?,get_telemetry,{},approved,True,Telemetri okuma güvenli.,"{""x"": 0.0, ""y"": 0.0, ""altitude"": 20.0, ""mode"": ""HOVER"", ""battery"": 95.0, ""in_air"": true, ""home_x"": 0.0, ""home_y"": 0.0}"
2026-07-02T11:41:47.815296+00:00,"40, 30 noktasina git",land,{},approved,True,İniş onaylandı.,"{""x"": 0.0, ""y"": 0.0, ""altitude"": 0.0, ""mode"": ""IDLE"", ""battery"": 92.0, ""in_air"": false, ""home_x"": 0.0, ""home_y"": 0.0}"
2026-07-02T11:41:47.864831+00:00,50 60 25 koordinatina git,land,{},rejected,False,REDDEDİLDİ: Drone zaten yerde; iniş komutu gereksiz.,"{""x"": 0.0, ""y"": 0.0, ""altitude"": 0.0, ""mode"": ""IDLE"", ""battery"": 92.0, ""in_air"": false, ""home_x"": 0.0, ""home_y"": 0.0}"
2026-07-02T11:41:47.914844+00:00,10 10 500 noktasina git,land,{},rejected,False,REDDEDİLDİ: Drone zaten yerde; iniş komutu gereksiz.,"{""x"": 0.0, ""y"": 0.0, ""altitude"": 0.0, ""mode"": ""IDLE"", ""battery"": 92.0, ""in_air"": false, ""home_x"": 0.0, ""home_y"": 0.0}"
2026-07-02T11:41:47.964115+00:00,ileri git,unknown,{},rejected,False,"Komut anlaşılamadı. Desteklenen işlemler: telemetri sorgulama, kalkış, iniş, eve dönüş.","{""x"": 0.0, ""y"": 0.0, ""altitude"": 0.0, ""mode"": ""IDLE"", ""battery"": 92.0, ""in_air"": false, ""home_x"": 0.0, ""home_y"": 0.0}"
2026-07-02T11:41:48.002498+00:00,return to home please,return_to_home,{},rejected,False,REDDEDİLDİ: Drone yerde. Eve dönüş için önce havada olması gerekir.,"{""x"": 0.0, ""y"": 0.0, ""altitude"": 0.0, ""mode"": ""IDLE"", ""battery"": 92.0, ""in_air"": false, ""home_x"": 0.0, ""home_y"": 0.0}"
2026-07-02T11:41:48.049340+00:00,inis yap,land,{},rejected,False,REDDEDİLDİ: Drone zaten yerde; iniş komutu gereksiz.,"{""x"": 0.0, ""y"": 0.0, ""altitude"": 0.0, ""mode"": ""IDLE"", ""battery"": 92.0, ""in_air"": false, ""home_x"": 0.0, ""home_y"": 0.0}"
2026-07-02T11:41:48.093143+00:00,20 20 noktasina git,land,{},rejected,False,REDDEDİLDİ: Drone zaten yerde; iniş komutu gereksiz.,"{""x"": 0.0, ""y"": 0.0, ""altitude"": 0.0, ""mode"": ""IDLE"", ""battery"": 92.0, ""in_air"": false, ""home_x"": 0.0, ""home_y"": 0.0}"
2026-07-02T11:41:48.139431+00:00,15 metreye cik,clarify,{},clarify,False,"Bir irtifa/sayı algılandı ancak ne yapılacağı belirsiz. Kalkış mı, alçalma mı istiyorsunuz?","{""x"": 0.0, ""y"": 0.0, ""altitude"": 0.0, ""mode"": ""IDLE"", ""battery"": 92.0, ""in_air"": false, ""home_x"": 0.0, ""home_y"": 0.0}"
